added,anonymous,count,deleted,delta,geo,language,namespace,newPage,page,robot,time,unpatrolled,user
0,0,1,-232,-232,no_geo,en,article,0,Mariana_Pajón,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-239,-239,no_geo,en,article,0,Marianne_Dahlmo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-262,-262,no_geo,en,article,0,Mariano_Gonzalvo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-262,-262,no_geo,en,article,0,Marian_Cozma,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-219,-219,no_geo,en,article,0,Marian_van_de_Wal,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-266,-266,no_geo,en,article,0,Maria_Antonia_Koháry_de_Csábrág,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-236,-236,no_geo,en,article,0,Maria_Caterina_Brignole,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-198,-198,no_geo,en,article,0,Maria_di_Rohan,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-247,-247,no_geo,en,article,0,Maria_Gabriella_Sagheddu,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-267,-267,no_geo,en,article,0,Maria_Kondratieva,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-241,-241,no_geo,en,article,0,Maria_Montez,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-151,-151,no_geo,en,article,0,Maria_Pita,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-259,-259,no_geo,en,article,0,Maria_Temryukovna,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-261,-261,no_geo,en,article,0,Maribel_Vinson,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-257,-257,no_geo,en,article,0,Marie-Anne_Pierrette_Paulze,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-274,-274,no_geo,en,article,0,Marie-Michèle_Gagnon,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-211,-211,no_geo,en,article,0,"Marietta,_North_Carolina",1,2013-02-26T11:00:00.000Z,0,Addbot
35,0,1,0,35,no_geo,tr,article,0,Marie_Curie,0,2013-02-26T11:00:00.000Z,0,Garbino
0,0,1,-174,-174,no_geo,en,article,0,Marie_Ljalková,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-154,-154,no_geo,en,article,0,Marie_Touchet,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-156,-156,no_geo,en,article,0,Marije_Cornelissen,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-226,-226,no_geo,en,article,0,Marilyn_Ferguson,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-159,-159,no_geo,en,article,0,Marina_Karpunina,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-306,-306,no_geo,en,article,0,"Marines,_Valencia",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-197,-197,no_geo,en,article,0,"Maringouin,_Louisiana",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-204,-204,no_geo,en,article,0,Marin_Constantin,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-250,-250,no_geo,en,article,0,"Marion_Heights,_Pennsylvania",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-263,-263,no_geo,en,article,0,Mario_Aerts,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-301,-301,no_geo,en,article,0,Mario_Frangoulis,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-157,-157,no_geo,en,article,0,Mario_Lanzi,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Mario_Party_7,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-254,-254,no_geo,en,article,0,Mario_Scheiber,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-124,-124,no_geo,en,article,0,Maripí,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-132,-132,no_geo,en,article,0,Marissa_Cooper,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-182,-182,no_geo,en,article,0,Mariusz_Pawełek,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-103,-103,no_geo,en,article,0,Mariz,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-456,-456,no_geo,en,article,0,Marjo_Matikainen-Kallström,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-121,-121,no_geo,en,article,0,Marker,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-263,-263,no_geo,en,article,0,"Market_Square,_Helsinki",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-178,-178,no_geo,en,article,0,Markku_Peltola,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-263,-263,no_geo,en,article,0,Markov_process,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-362,-362,no_geo,en,article,0,"Marko_Popović_(basketball,_born_1982)",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Markus_Feldmann,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-196,-196,no_geo,en,article,0,Markus_Toivonen,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-309,-309,no_geo,en,article,0,Mark_Aldanov,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-244,-244,no_geo,en,article,0,Mark_Dayton,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-202,-202,no_geo,en,article,0,Mark_Hatfield,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-330,-330,no_geo,en,article,0,Mark_L._Polansky,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,Mark_O'Meara,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-203,-203,no_geo,en,article,0,Mark_Russinovich,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-313,-313,no_geo,en,article,0,Mark_Tuitert,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-190,-190,no_geo,en,article,0,Marlborough_College,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-124,-124,no_geo,en,article,0,"Marlinton,_West_Virginia",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-307,-307,no_geo,en,article,0,Marmara_Island,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-200,-200,no_geo,en,article,0,Marny_Kennedy,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-221,-221,no_geo,en,article,0,Marooned_(instrumental),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-160,-160,no_geo,en,article,0,Marquay,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-267,-267,no_geo,en,article,0,"Marquette_Heights,_Illinois",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-171,-171,no_geo,en,article,0,Married_Life_(2007_film),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-174,-174,no_geo,en,article,0,"Marseilles,_Ohio",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-173,-173,no_geo,en,article,0,"Marshallton,_Pennsylvania",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-128,-128,no_geo,en,article,0,Marshfield,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-324,-324,no_geo,en,article,0,Marsileaceae,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-173,-173,no_geo,en,article,0,Mars_(manga),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-282,-282,no_geo,en,article,0,Marta_Kubišová,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-197,-197,no_geo,en,article,0,Martha_Coolidge,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-123,-123,no_geo,en,article,0,"Martí,_Cuba",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-264,-264,no_geo,en,article,0,Martim_Mércio_da_Silveira,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,Martina_Zellner,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-145,-145,no_geo,en,article,0,Martinique_Oriole,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-153,-153,no_geo,en,article,0,Martinsville,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-95,-95,no_geo,en,article,0,Martin_Beck,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-342,-342,no_geo,en,article,0,Martin_Elmiger,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-358,-358,no_geo,en,article,0,Martin_Henderson,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-191,-191,no_geo,en,article,0,Martin_Kierszenbaum,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Martín_Marculeta,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-278,-278,no_geo,en,article,0,Martin_of_Opava,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-373,-373,no_geo,en,article,0,Martin_Schwarzschild,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-353,-353,no_geo,en,article,0,Martin_Whitmarsh,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-190,-190,no_geo,en,article,0,Martti_Marttelin,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-312,-312,no_geo,en,article,0,Martyrs_of_Córdoba,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-218,-218,no_geo,en,article,0,Marumbi,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-350,-350,no_geo,en,article,0,Marvelous_Marvin_Hagler,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-305,-305,no_geo,en,article,0,Marvin_the_Paranoid_Android,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-300,-300,no_geo,en,article,0,Maryam_d'Abo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-171,-171,no_geo,en,article,0,Maryse_Bastié,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-295,-295,no_geo,en,article,0,Mary_Arthur_McElroy,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-234,-234,no_geo,en,article,0,Mary_Edwards_Walker,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-339,-339,no_geo,en,article,0,Mary_Kay_Bergman,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-191,-191,no_geo,en,article,0,Mary_Philbin,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-132,-132,no_geo,en,article,0,Mary_Wayte,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-292,-292,no_geo,en,article,0,Mar_Vermelho,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-165,-165,no_geo,en,article,0,Masaharu_Suzuki,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-354,-354,no_geo,en,article,0,Masaki_Kobayashi,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-202,-202,no_geo,en,article,0,Masami_Okui,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-144,-144,no_geo,en,article,0,Masaru_Arai,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-234,-234,no_geo,en,article,0,Masayuki_Uemura,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-268,-268,no_geo,en,article,0,Masculin_Féminin,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Masha'Allah,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-268,-268,no_geo,en,article,0,"Masiu,_Lanao_del_Sur",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-179,-179,no_geo,en,article,0,Masked_Water_Tyrant,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-316,-316,no_geo,en,article,0,Masoala_fork-marked_lemur,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-141,-141,no_geo,en,article,0,Mason_Gamble,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-110,-110,no_geo,en,article,0,Massacre_(disambiguation),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-397,-397,no_geo,en,article,0,"Massaranduba,_Santa_Catarina",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-161,-161,no_geo,en,article,0,Massimo_Carrera,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-353,-353,no_geo,en,article,0,Massively_parallel_(computing),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-264,-264,no_geo,en,article,0,Mass_excess,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-239,-239,no_geo,en,article,0,Mastermind,1,2013-02-26T11:00:00.000Z,0,Addbot
0,1,1,-1,-1,known,pl,article,0,Master_File_Table,0,2013-02-26T11:00:00.000Z,0,156.17.194.51
0,0,1,-390,-390,no_geo,en,article,0,Master_theorem,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-195,-195,no_geo,en,article,0,Masuzo_Madono,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-273,-273,no_geo,en,article,0,Matador_Records,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-155,-155,no_geo,en,article,0,"Matanza,_Santander",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-289,-289,no_geo,en,article,0,Matching_Mole,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-359,-359,no_geo,en,article,0,Matej_Bel_University,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-257,-257,no_geo,en,article,0,Maternity_Leave_(Lost),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-331,-331,no_geo,en,article,0,Mathematical_fallacy,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-191,-191,no_geo,en,article,0,Mathias_Färm,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-222,-222,no_geo,en,article,0,Mathieu_Perget,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-229,-229,no_geo,en,article,0,MathWorks,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-243,-243,no_geo,en,article,0,Matija_Gubec,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-197,-197,no_geo,en,article,0,Matjhabeng_Local_Municipality,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-247,-247,no_geo,en,article,0,Mato_Rico,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-455,-455,no_geo,en,article,0,Matrix_mechanics,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-273,-273,no_geo,en,article,0,Matsumoto_Yamaga_F.C.,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-109,-109,no_geo,en,article,0,Mats_Trygg,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-272,-272,no_geo,en,article,0,Matteo_Montaguti,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-192,-192,no_geo,en,article,0,Matthew_and_Hunter_Islands,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-188,-188,no_geo,en,article,0,Matthew_Herbert,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-224,-224,no_geo,en,article,0,Matthew_Reilly,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-250,-250,no_geo,en,article,0,Matthias_Lepiller,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-202,-202,no_geo,en,article,0,Mattias_Eklundh,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-169,-169,no_geo,en,article,0,Matti_Rönkä,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-183,-183,no_geo,en,article,0,Matt_Brammeier,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-138,-138,no_geo,en,article,0,Matt_Kemp,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-162,-162,no_geo,en,article,0,Matt_Serra,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-267,-267,no_geo,en,article,0,Matvei_Platov,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-164,-164,no_geo,en,article,0,Maubuisson_Abbey,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-264,-264,no_geo,en,article,0,Maui_Parrotbill,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-117,-117,no_geo,en,article,0,"Maunie,_Illinois",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-212,-212,no_geo,en,article,0,"Mauriceville,_Texas",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-167,-167,no_geo,en,article,0,Maurice_Evans_(actor),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-205,-205,no_geo,en,article,0,Maurice_Martenot,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-258,-258,no_geo,en,article,0,Maurice_Smith_(athlete),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-234,-234,no_geo,en,article,0,Maurilio_De_Zolt,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-333,-333,no_geo,en,article,0,Mauritius_,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-230,-230,no_geo,en,article,0,Maurizio_Giuliano,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-161,-161,no_geo,en,article,0,Mauro_Goicoechea,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-315,-315,no_geo,en,article,0,Mautern_in_Steiermark,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-150,-150,no_geo,en,article,0,Mavrud,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-329,-329,no_geo,en,article,0,Maxie_Long,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-235,-235,no_geo,en,article,0,Maximianus,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-336,-336,no_geo,en,article,0,Maximilian_Nicu,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-217,-217,no_geo,en,article,0,Maximum_parsimony_(phylogenetics),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-437,-437,no_geo,en,article,0,Maxim_Shostakovich,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-279,-279,no_geo,en,article,0,"Maxwell,_Iowa",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-171,-171,no_geo,en,article,0,Max_Bense,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,Max_Gallo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-230,-230,no_geo,en,article,0,Max_Koegel,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-596,-596,no_geo,en,article,0,Max_Planck_Institute_for_Evolutionary_Anthropology,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,Max_Velthuijs,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-169,-169,no_geo,en,article,0,Mayahuel,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-262,-262,no_geo,en,article,0,Maybach_57_and_62,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-340,-340,no_geo,en,article,0,"Mayfield,_Kentucky",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-213,-213,no_geo,en,article,0,Mayn_River,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-122,-122,no_geo,en,article,0,Mayreau,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-141,-141,no_geo,en,article,0,Mayumi_Azuma,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,May_2002,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-155,-155,no_geo,en,article,0,Mazda_Bongo,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-470,-470,no_geo,en,article,0,Mažeikiai_district_municipality,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-169,-169,no_geo,en,article,0,Mazo_de_la_Roche,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-123,-123,no_geo,en,article,0,MBA_(disambiguation),1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-169,-169,no_geo,en,article,0,"McAdoo,_Pennsylvania",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-290,-290,no_geo,en,article,0,"McCausland,_Iowa",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-384,-384,no_geo,en,article,0,"McGregor,_Minnesota",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-147,-147,no_geo,en,article,0,"McIntyre,_Georgia",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-332,-332,no_geo,en,article,0,McLaren_Grand_Prix_results,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-212,-212,no_geo,en,article,0,McLaren_MP4/13,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-243,-243,no_geo,en,article,0,"McLemoresville,_Tennessee",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-132,-132,no_geo,en,article,0,MCPA,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-147,-147,no_geo,en,article,0,MDC,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-282,-282,no_geo,en,article,0,Meade_County,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-273,-273,no_geo,en,article,0,"Meadow_Vale,_Kentucky",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-97,-97,no_geo,en,article,0,Mearnsia,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-269,-269,no_geo,en,article,0,Médard_des_Groseilliers,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-241,-241,no_geo,en,article,0,Medium_frequency,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-192,-192,no_geo,en,article,0,"Medora,_Indiana",1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-226,-226,no_geo,en,article,0,Medvezhyegorsky_District,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-230,-230,no_geo,en,article,0,Megacity,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-126,-126,no_geo,en,article,0,Megalibgwilia,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-175,-175,no_geo,en,article,0,Mega_Man_X8,1,2013-02-26T11:00:00.000Z,0,Addbot
21,0,1,0,21,no_geo,sv,article,0,Melonanchora,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
13,0,1,0,13,no_geo,en,article,0,Menegazzia_enteroxantha,0,2013-02-26T11:00:00.000Z,0,AzseicsoK
5,0,1,0,5,no_geo,it,article,0,Men_in_Black_(ufologia),1,2013-02-26T11:00:00.000Z,0,SuperBot
0,0,1,-372,-372,no_geo,en,article,0,Mérida_UD,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-164,-164,no_geo,en,article,0,Métlaoui,1,2013-02-26T11:00:00.000Z,0,Addbot
0,0,1,-132,-132,no_geo,en,article,0,Me_Haces_Falta,1,2013-02-26T11:00:00.000Z,0,Addbot
194,0,1,0,194,no_geo,en,article,0,Michael_Peter_Harrison,0,2013-02-26T11:00:00.000Z,0,Klemen Kocjancic
397,0,2,0,397,no_geo,de,article,0,Mikroskop,0,2013-02-26T11:00:00.000Z,0,Bautsch
1,1,1,0,1,geo_error,de,article,0,Miriam_Katzer,0,2013-02-26T11:00:00.000Z,0,37.5.110.165
29,0,1,0,29,no_geo,pl,article,0,Mistrzostwa_Europy_w_Boksie_1937,0,2013-02-26T11:00:00.000Z,0,Spacejam2
24,0,1,0,24,no_geo,sv,article,0,Mniobia_donneri,1,2013-02-26T11:00:00.000Z,0,EmausBot
230,1,1,0,230,known,fr,wikipedia,0,Modèle:Palette_Hikaru_Utada,0,2013-02-26T11:00:00.000Z,1,86.66.169.193
2,0,1,0,2,no_geo,fr,wikipedia,0,Modèle:Utilisateur_cho-*,0,2013-02-26T11:00:00.000Z,0,FDo64
0,0,1,-1,-1,no_geo,fr,wikipedia,0,Modèle:Utilisateur_cu-2,0,2013-02-26T11:00:00.000Z,0,FDo64
13,0,1,0,13,no_geo,pl,article,0,Modra,1,2013-02-26T11:00:00.000Z,0,JAnDbot
1693,0,3,-1432,261,no_geo,en,article,0,Molten_salt_reactor,0,2013-02-26T11:00:00.000Z,0,ShotmanMaslo
21,0,1,0,21,no_geo,pt,article,0,Monte_Bengoué,1,2013-02-26T11:00:00.000Z,0,Makecat-bot
0,0,1,-182,-182,no_geo,en,article,0,Mórichida,1,2013-02-26T11:00:00.000Z,0,Addbot
1,0,1,0,1,no_geo,fr,article,0,Mourey,0,2013-02-26T11:00:00.000Z,0,Gillesmourey
0,0,1,-1,-1,no_geo,pl,article,0,Mrozu,0,2013-02-26T11:00:00.000Z,0,Jerzy68
0,0,1,-1,-1,no_geo,es,article,0,Muhammad_Naji_al-Otari,1,2013-02-26T11:00:00.000Z,0,EmausBot
0,0,1,-281,-281,no_geo,en,article,0,Mühlenberge,1,2013-02-26T11:00:00.000Z,0,Addbot
35,0,1,0,35,no_geo,ms,article,0,Mullingar,1,2013-02-26T11:00:00.000Z,0,Makecat-bot
0,0,1,-301,-301,no_geo,en,article,0,Münsterland_Giro,1,2013-02-26T11:00:00.000Z,0,Addbot
632,0,1,0,632,no_geo,en,article,0,Music_of_Sri_Lanka,0,2013-02-26T11:00:00.000Z,0,North8000
21,0,1,0,21,no_geo,nl,article,0,Mycale_(Carmia)_levii,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
25,0,1,0,25,no_geo,nl,article,0,Mycale_(Mycale)_geojensis,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
26,0,1,0,26,no_geo,nl,article,0,Mycale_(Oxymycale)_stephensae,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
24,0,1,0,24,no_geo,sv,article,0,Mycale_chungjae,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
24,0,1,0,24,no_geo,sv,article,0,Mycale_jasoniae,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
27,0,1,0,27,no_geo,sv,article,0,Mycale_multisclera,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
22,0,1,0,22,no_geo,sv,article,0,Mycale_repens,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
27,0,1,0,27,no_geo,sv,article,0,Mycale_truncatella,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
0,0,1,-150,-150,no_geo,en,article,0,Mýtne_Ludany,1,2013-02-26T11:00:00.000Z,0,Addbot
25,0,1,0,25,no_geo,nl,article,0,Myxilla_(Myxilla)_elastica,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
27,0,1,0,27,no_geo,nl,article,0,Myxilla_(Myxilla)_tenuissima,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
33,0,1,0,33,no_geo,sv,article,0,Myxilla_hastatispiculata,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
26,0,1,0,26,no_geo,sv,article,0,Myxilla_setoensis,1,2013-02-26T11:00:00.000Z,0,MerlIwBot
190,0,1,0,190,no_geo,en,article,0,Nadia_Moffett,0,2013-02-26T11:00:00.000Z,0,Klemen Kocjancic
