happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,2000,21,female,never married,high school,below average,good,1.0985
pretty happy,2000,24,female,married,high school,average,good,1.0985
not too happy,2000,28,female,married,bachelor,average,NA,1.0985
very happy,2000,35,male,married,high school,average,excellent,1.0985
pretty happy,2000,48,male,widowed,graduate,average,excellent,0.5493
pretty happy,2000,30,male,never married,high school,average,excellent,1.6478
pretty happy,2000,57,female,married,high school,below average,fair,1.0985
pretty happy,2000,46,male,divorced,high school,below average,good,1.0985
pretty happy,2000,49,female,divorced,graduate,above average,good,1.0985
pretty happy,2000,20,male,married,high school,below average,fair,1.0985
not too happy,2000,74,female,widowed,high school,far below average,NA,1.0985
not too happy,2000,53,male,married,high school,average,poor,1.0985
pretty happy,2000,66,male,married,bachelor,average,NA,1.6478
very happy,2000,27,female,married,bachelor,average,excellent,1.0985
very happy,2000,25,female,married,high school,average,poor,1.0985
pretty happy,2000,54,female,married,high school,average,good,1.0985
very happy,2000,19,female,never married,high school,below average,excellent,1.0985
not too happy,2000,51,male,divorced,bachelor,below average,poor,0.5493
pretty happy,2000,31,male,married,high school,average,good,2.7463
pretty happy,2000,31,female,never married,high school,far below average,good,0.5493
not too happy,2000,36,male,separated,high school,below average,NA,0.5493
pretty happy,2000,60,female,widowed,high school,below average,fair,0.5493
very happy,2000,35,female,divorced,junior college,average,NA,0.5493
pretty happy,2000,55,female,married,graduate,average,good,1.0985
not too happy,2000,51,female,married,bachelor,below average,fair,1.0985
very happy,2000,25,female,never married,graduate,above average,excellent,0.5493
pretty happy,2000,49,female,separated,graduate,above average,excellent,0.5493
pretty happy,2000,38,male,never married,lt high school,average,NA,0.5493
pretty happy,2000,53,male,married,bachelor,average,NA,1.0985
very happy,2000,52,female,married,graduate,above average,good,1.0985
very happy,2000,60,male,married,high school,above average,excellent,1.0985
very happy,2000,28,male,married,lt high school,average,NA,1.0985
pretty happy,2000,44,female,never married,lt high school,above average,good,0.5493
very happy,2000,42,female,married,high school,average,excellent,0.5493
very happy,2000,42,male,married,high school,below average,fair,2.1971
very happy,2000,20,male,never married,lt high school,average,good,1.0985
not too happy,2000,66,female,divorced,lt high school,average,fair,0.5493
very happy,2000,42,female,married,lt high school,NA,excellent,1.6478
very happy,2000,72,male,married,bachelor,above average,good,1.0985
pretty happy,2000,43,female,married,high school,average,excellent,1.6478
very happy,2000,54,male,never married,graduate,above average,good,0.5493
very happy,2000,57,female,never married,graduate,far above average,excellent,0.5493
pretty happy,2000,56,female,never married,high school,average,good,0.5493
pretty happy,2000,34,male,never married,high school,average,good,1.0985
not too happy,2000,31,female,never married,high school,below average,good,1.0985
pretty happy,2000,25,female,never married,high school,average,NA,1.6478
pretty happy,2000,30,female,never married,lt high school,average,excellent,1.0985
pretty happy,2000,24,male,never married,high school,average,good,0.5493
pretty happy,2000,35,female,never married,high school,below average,good,1.0985
pretty happy,2000,32,male,never married,lt high school,below average,NA,0.5493
not too happy,2000,38,female,married,high school,below average,NA,1.0985
NA,2000,46,female,separated,lt high school,far below average,good,1.6478
pretty happy,2000,59,male,married,high school,average,good,1.0985
pretty happy,2000,26,female,never married,high school,above average,excellent,0.5493
pretty happy,2000,29,female,divorced,high school,average,fair,1.0985
very happy,2000,25,male,married,high school,average,excellent,1.0985
not too happy,2000,59,female,widowed,NA,average,fair,1.0985
very happy,2000,29,female,married,high school,average,fair,2.1971
pretty happy,2000,25,female,never married,lt high school,NA,good,0.5493
very happy,2000,68,male,married,high school,average,fair,1.0985
pretty happy,2000,78,male,married,lt high school,above average,good,1.0985
pretty happy,2000,32,male,never married,graduate,above average,excellent,1.6478
pretty happy,2000,54,female,widowed,high school,above average,fair,0.5493
pretty happy,2000,40,female,never married,bachelor,average,fair,0.5493
pretty happy,2000,41,male,never married,high school,average,good,0.5493
pretty happy,2000,37,female,married,lt high school,average,NA,1.0985
pretty happy,2000,31,female,married,lt high school,below average,good,1.0985
pretty happy,2000,36,female,separated,lt high school,below average,NA,0.5493
not too happy,2000,55,male,never married,bachelor,above average,good,1.0985
pretty happy,2000,31,female,never married,bachelor,above average,excellent,0.5493
pretty happy,2000,58,male,married,high school,above average,good,1.0985
very happy,2000,38,female,married,bachelor,average,good,1.0985
very happy,2000,36,female,married,high school,below average,NA,1.0985
very happy,2000,53,female,married,high school,average,excellent,2.1971
very happy,2000,25,female,divorced,high school,average,good,0.5493
pretty happy,2000,29,female,married,lt high school,below average,good,1.0985
pretty happy,2000,52,male,married,bachelor,far above average,good,1.0985
pretty happy,2000,45,female,married,high school,average,fair,1.6478
pretty happy,2000,64,female,married,graduate,average,fair,2.1971
pretty happy,2000,42,male,married,bachelor,above average,good,1.0985
pretty happy,2000,62,female,widowed,high school,average,good,1.6478
not too happy,2000,44,female,separated,high school,below average,fair,0.5493
pretty happy,2000,32,female,separated,lt high school,average,good,0.5493
very happy,2000,21,female,never married,high school,average,NA,2.1971
pretty happy,2000,62,female,widowed,lt high school,below average,poor,0.5493
not too happy,2000,48,female,widowed,high school,below average,good,0.5493
pretty happy,2000,41,female,divorced,high school,below average,NA,0.5493
pretty happy,2000,31,female,never married,high school,below average,good,0.5493
pretty happy,2000,37,female,separated,high school,average,excellent,0.5493
not too happy,2000,40,female,divorced,high school,far above average,fair,0.5493
pretty happy,2000,32,female,never married,lt high school,average,excellent,0.5493
very happy,2000,27,female,never married,junior college,average,excellent,0.5493
pretty happy,2000,19,female,never married,high school,average,NA,1.0985
pretty happy,2000,48,female,married,graduate,above average,good,1.0985
very happy,2000,39,male,married,bachelor,far above average,NA,1.0985
pretty happy,2000,21,male,never married,high school,above average,good,2.1971
pretty happy,2000,70,female,married,junior college,NA,good,1.0985
very happy,2000,48,female,married,high school,average,fair,1.0985
pretty happy,2000,44,female,married,high school,average,good,1.0985
pretty happy,2000,63,female,divorced,bachelor,below average,good,0.5493
pretty happy,2000,43,male,married,graduate,above average,NA,1.0985
very happy,2000,36,female,married,junior college,average,good,1.0985
pretty happy,2000,29,male,never married,bachelor,average,good,1.0985
pretty happy,2000,51,female,married,lt high school,below average,fair,2.1971
pretty happy,2000,40,male,married,lt high school,average,good,1.0985
not too happy,2000,62,male,divorced,high school,average,fair,1.0985
very happy,2000,33,female,never married,NA,average,good,1.0985
very happy,2000,82,male,married,lt high school,average,excellent,1.0985
very happy,2000,59,female,married,lt high school,average,fair,1.0985
very happy,2000,49,female,married,high school,above average,NA,2.1971
very happy,2000,41,female,never married,NA,far below average,good,1.0985
pretty happy,2000,35,female,married,high school,above average,excellent,1.0985
not too happy,2000,25,female,never married,high school,average,good,1.0985
pretty happy,2000,19,male,never married,high school,average,excellent,1.6478
pretty happy,2000,63,male,married,lt high school,average,fair,2.1971
very happy,2000,37,male,married,high school,average,good,1.0985
pretty happy,2000,47,female,separated,high school,average,good,1.0985
pretty happy,2000,19,female,never married,high school,average,good,0.5493
very happy,2000,29,male,never married,bachelor,above average,good,1.0985
very happy,2000,43,female,widowed,junior college,below average,good,0.5493
pretty happy,2000,25,male,married,bachelor,average,good,1.0985
very happy,2000,35,male,married,bachelor,above average,excellent,1.0985
pretty happy,2000,53,female,divorced,high school,above average,good,0.5493
pretty happy,2000,49,female,married,high school,average,good,2.1971
very happy,2000,45,male,married,high school,above average,excellent,1.0985
very happy,2000,52,female,married,high school,above average,good,2.1971
pretty happy,2000,36,female,married,high school,above average,NA,1.0985
pretty happy,2000,36,male,married,high school,above average,fair,1.0985
pretty happy,2000,41,male,married,high school,average,good,1.0985
very happy,2000,33,female,married,high school,average,excellent,1.0985
pretty happy,2000,62,female,widowed,high school,below average,good,0.5493
pretty happy,2000,34,female,never married,high school,below average,NA,1.0985
very happy,2000,48,female,divorced,junior college,average,excellent,1.0985
very happy,2000,38,female,married,high school,average,NA,1.0985
very happy,2000,54,male,married,lt high school,above average,good,1.6478
very happy,2000,32,female,married,high school,above average,good,1.0985
pretty happy,2000,38,male,never married,lt high school,far below average,good,2.1971
pretty happy,2000,39,female,never married,high school,average,good,0.5493
not too happy,2000,19,female,never married,lt high school,average,good,1.6478
pretty happy,2000,27,male,never married,junior college,average,excellent,1.0985
pretty happy,2000,23,female,never married,bachelor,above average,NA,0.5493
pretty happy,2000,22,male,never married,junior college,average,good,0.5493
pretty happy,2000,40,female,married,high school,average,good,1.0985
pretty happy,2000,33,male,married,high school,average,good,1.0985
not too happy,2000,24,male,never married,bachelor,far below average,fair,1.0985
pretty happy,2000,41,male,married,bachelor,average,excellent,1.0985
pretty happy,2000,51,male,married,high school,average,good,1.6478
